6.800000000000000000e+08 1.110000000000000000e+02
6.820000000000000000e+08 1.060000000000000000e+02
6.890000000000000000e+08 1.020000000000000000e+02
6.950000000000000000e+08 9.890000000000000568e+01
7.010000000000000000e+08 9.570000000000000284e+01
7.080000000000000000e+08 9.229999999999999716e+01
7.190000000000000000e+08 8.720000000000000284e+01
7.300000000000000000e+08 8.370000000000000284e+01
7.380000000000000000e+08 8.029999999999999716e+01
7.450000000000000000e+08 7.779999999999999716e+01
7.580000000000000000e+08 7.329999999999999716e+01
7.730000000000000000e+08 7.109999999999999432e+01
7.750000000000000000e+08 6.859999999999999432e+01
7.840000000000000000e+08 6.509999999999999432e+01
7.940000000000000000e+08 6.420000000000000284e+01
8.090000000000000000e+08 6.420000000000000284e+01
8.200000000000000000e+08 6.320000000000000284e+01
8.270000000000000000e+08 6.139999999999999858e+01
8.370000000000000000e+08 6.010000000000000142e+01
8.420000000000000000e+08 5.850000000000000000e+01
8.480000000000000000e+08 5.570000000000000284e+01
8.760000000000000000e+08 5.379999999999999716e+01
9.020000000000000000e+08 5.379999999999999716e+01
9.150000000000000000e+08 5.220000000000000284e+01
9.370000000000000000e+08 5.029999999999999716e+01
9.580000000000000000e+08 4.900000000000000000e+01
9.730000000000000000e+08 4.779999999999999716e+01
9.930000000000000000e+08 4.650000000000000000e+01
1.010000000000000000e+09 4.589999999999999858e+01
1.020000000000000000e+09 4.489999999999999858e+01
1.050000000000000000e+09 4.460000000000000142e+01
1.080000000000000000e+09 4.370000000000000284e+01
1.100000000000000000e+09 4.270000000000000284e+01
1.130000000000000000e+09 4.139999999999999858e+01
1.150000000000000000e+09 4.139999999999999858e+01
1.190000000000000000e+09 4.139999999999999858e+01
1.220000000000000000e+09 4.139999999999999858e+01
1.260000000000000000e+09 4.050000000000000000e+01
1.280000000000000000e+09 4.050000000000000000e+01
1.310000000000000000e+09 4.079999999999999716e+01
1.330000000000000000e+09 4.229999999999999716e+01
1.360000000000000000e+09 4.289999999999999858e+01
1.390000000000000000e+09 4.450000000000000000e+01
1.410000000000000000e+09 4.479999999999999716e+01
1.440000000000000000e+09 4.670000000000000284e+01
1.460000000000000000e+09 4.700000000000000000e+01
1.490000000000000000e+09 4.729999999999999716e+01
1.520000000000000000e+09 4.789999999999999858e+01
1.540000000000000000e+09 4.729999999999999716e+01
1.580000000000000000e+09 4.789999999999999858e+01
1.620000000000000000e+09 4.729999999999999716e+01
1.650000000000000000e+09 4.760000000000000142e+01
1.670000000000000000e+09 4.760000000000000142e+01
1.690000000000000000e+09 4.879999999999999716e+01
1.710000000000000000e+09 5.010000000000000142e+01
1.730000000000000000e+09 5.260000000000000142e+01
1.750000000000000000e+09 5.389999999999999858e+01
1.760000000000000000e+09 5.670000000000000284e+01
1.780000000000000000e+09 5.920000000000000284e+01
1.790000000000000000e+09 6.360000000000000142e+01
1.800000000000000000e+09 6.609999999999999432e+01
1.800000000000000000e+09 6.770000000000000284e+01
1.810000000000000000e+09 6.990000000000000568e+01
